"Factor","Items","Estimator","CFI","TLI","RMSEA","SRMR","Item_Count"
"F4","v26,v27,v29,v31","MLR",0.990971566090759,0.972914698272278,0.0688278484771911,0.024040639492158,4
"F4","v26,v27,v29,v31","WLSMV",0.998979508286815,0.996938524860444,0.0525741662592659,0.0270503457789105,4
"F4","v26,v28,v30,v31","MLR",0.988248219636468,0.964744658909403,0.079828850882879,0.0217958947934279,4
"F4","v26,v28,v30,v31","WLSMV",0.99937836590843,0.998135097725289,0.0395988270216627,0.0226527910803186,4
"F4","v27,v28,v29,v30","MLR",0.996146635028116,0.988439905084347,0.0545052606998434,0.0148035000630978,4
"F4","v27,v28,v30,v31","MLR",0.988896206571099,0.966688619713297,0.0776409749753535,0.0216617962908465,4
"F4","v27,v28,v30,v31","WLSMV",0.999440537106644,0.998321611319932,0.0378543333887597,0.0225386119997787,4
"F4","v27,v29,v30,v31","MLR",0.995528708276372,0.986586124829115,0.0488191433884592,0.0167184710849144,4
"F4","v28,v29,v30,v31","MLR",0.992415575110732,0.977246725332195,0.0696039385234275,0.0198352037819559,4
"F4","v28,v29,v30,v31","WLSMV",0.999044251115338,0.997132753346015,0.05724029595744,0.027036099784378,4
"F4","v26,v28,v29,v30,v31","MLR",0.995674770987623,0.991349541975245,0.0383237689253976,0.0186692409756289,5
"F4","v27,v28,v29,v30,v31","MLR",0.990925257947206,0.981850515894413,0.0561324961473746,0.0214281014075034,5
"F4","v27,v28,v29,v30,v31","WLSMV",0.999682575859872,0.999365151719743,0.0252648469624817,0.0237861206268561,5
