"Factor","Items","Estimator","CFI","TLI","RMSEA","SRMR","Item_Count","Source"
"F2","v14,v16,v17,v18","MLR",0.999188697066325,0.997566091198975,0.0246408964420367,0.0136728461382614,4,"data_1"
"F2","v14,v16,v17,v18","MLR",0.996096875136182,0.988290625408547,0.0577789005288584,0.0188906915470873,4,"data_2"
"F2","v14,v16,v17,v18,v19","WLSMV",0.997845480055835,0.99569096011167,0.0674598976328306,0.0435272963735542,5,"data_1"
"F2","v14,v16,v17,v18,v20","MLR",0.990510321520707,0.981020643041413,0.0553185406814329,0.0303759413552899,5,"data_1"
"F2","v14,v16,v17,v18,v20","WLSMV",0.999367097351552,0.998734194703103,0.0362879103089514,0.0325647580411155,5,"data_1"
"F2","v14,v16,v17,v19","MLR",0.98757173694146,0.962715210824381,0.0770674320921973,0.0354476795800492,4,"data_1"
"F2","v14,v16,v17,v19","WLSMV",0.998056267877313,0.994168803631938,0.0759636723382208,0.0390497966409877,4,"data_1"
"F2","v14,v16,v17,v20","MLR",0.992330631859913,0.976991895579739,0.059955115463115,0.0290564657030284,4,"data_1"
"F2","v14,v16,v17,v20","WLSMV",0.999204675667663,0.997614027002991,0.0483069063377286,0.0296325278331517,4,"data_1"
"F2","v14,v16,v18,v20","MLR",0.983056533123012,0.949169599369035,0.0734095528084791,0.0314695876875952,4,"data_1"
"F2","v14,v16,v18,v20","WLSMV",0.996676532571925,0.990029597715775,0.0620502765524571,0.0331709797769756,4,"data_1"
"F2","v14,v16,v19,v20","WLSMV",0.99923830861917,0.997714925857511,0.078350424079954,0.0452242491101215,4,"data_2"
"F2","v14,v17,v18,v20","MLR",0.989063101600919,0.967189304802757,0.0612788376624044,0.0315926799515991,4,"data_1"
"F2","v14,v17,v18,v20","WLSMV",0.997378989121978,0.992136967365932,0.0601252963766527,0.0327295811030315,4,"data_1"
"F2","v14,v17,v19,v20","MLR",0.993295932719887,0.97988779815966,0.0699856277900283,0.0279266705765699,4,"data_2"
"F2","v14,v17,v19,v20","WLSMV",0.999697125245105,0.999091375735315,0.0491859429191067,0.0351039768072658,4,"data_2"
"F2","v14,v18,v19,v20","MLR",0.999685249875849,0.999055749627546,0.0155684583092053,0.0172232495370405,4,"data_2"
"F2","v15,v16,v17,v18,v19","WLSMV",0.998320051576939,0.996640103153877,0.0595668552176387,0.0427292494418266,5,"data_1"
"F2","v15,v16,v17,v18,v20","MLR",0.996169535312196,0.992339070624392,0.035050883025427,0.023644832884534,5,"data_1"
"F2","v15,v16,v17,v19","WLSMV",0.998195347980472,0.994586043941415,0.0731605300401008,0.0420101583771497,4,"data_1"
"F2","v15,v16,v17,v20","MLR",0.998875484711168,0.996626454133504,0.0228669113856871,0.0209122267914933,4,"data_1"
"F2","v15,v16,v18,v19","MLR",0.986846484063296,0.960539452189889,0.0665792668526025,0.0328160003023598,4,"data_1"
"F2","v15,v16,v18,v19","WLSMV",0.997576321892633,0.9927289656779,0.0547082671171069,0.0351643885920505,4,"data_1"
"F2","v15,v16,v19,v20","WLSMV",0.999380775823411,0.998142327470233,0.0707955289207351,0.0413240017206125,4,"data_2"
"F2","v15,v17,v18,v19","MLR",0.984653961610726,0.953961884832178,0.0747520009810455,0.0357891893518644,4,"data_1"
"F2","v15,v17,v18,v19","WLSMV",0.997115853475998,0.991347560427995,0.0642731428033412,0.0387684589259305,4,"data_1"
"F2","v15,v17,v18,v20","MLR",0.999439565266927,0.998318695800782,0.0138309414105184,0.0194623586708592,4,"data_1"
"F2","v15,v17,v19,v20","MLR",0.999970105236215,0.999910315708645,0.00354231990910084,0.0126335635221649,4,"data_1"
"F2","v15,v18,v19,v20","MLR",0.999907833825879,0.999723501477638,0.00849884334883338,0.0124758253608751,4,"data_2"
"F2","v16,v17,v18,v19","WLSMV",0.999040289881909,0.997120869645728,0.0711085431886717,0.0322062591026541,4,"data_1"
"F2","v16,v17,v18,v19","WLSMV",0.999926304464985,0.999778913394955,0.0250916823685101,0.0204004534096775,4,"data_2"
"F2","v16,v17,v18,v20","MLR",0.996084277192723,0.988252831578169,0.0560306889993184,0.019040113173983,4,"data_1"
"F2","v16,v17,v18,v20","WLSMV",0.999886073522237,0.999658220566712,0.0243265572134503,0.0214341040730118,4,"data_1"
