Factor,Items,Estimator,CFI,TLI,RMSEA,SRMR,Item_Count,Source
F6,"v46,v47,v49,v52,v54",WLSMV,0.998790998,0.997581996,0.042106932,0.029180042,5,data_1
F6,"v46,v47,v49,v52,v54",WLSMV,0.99887564,0.997751279,0.057276421,0.032243512,5,data_2
F6,"v46,v47,v49,v52,v54,v57",WLSMV,0.998513329,0.997522215,0.054595951,0.0350692,6,data_2
F6,"v46,v47,v49,v52,v54,v59",WLSMV,0.995087911,0.991813185,0.070670218,0.044508697,6,data_1
F6,"v46,v47,v49,v52,v54,v59",WLSMV,0.998828052,0.998046753,0.048783621,0.03424278,6,data_2
F6,"v46,v47,v49,v52,v54,v60",WLSMV,0.995028708,0.991714513,0.070057066,0.043724646,6,data_1
F6,"v46,v47,v49,v52,v54,v60",WLSMV,0.998838539,0.998064232,0.048438262,0.033251628,6,data_2
F6,"v46,v47,v49,v52,v56",MLR,0.996651969,0.993303939,0.033126654,0.018232048,5,data_1
F6,"v46,v47,v49,v52,v56",WLSMV,0.998884072,0.997768144,0.060433441,0.028869493,5,data_2
F6,"v46,v47,v49,v52,v56,v57",WLSMV,0.994572052,0.990953419,0.075752967,0.040950558,6,data_1
F6,"v46,v47,v49,v52,v56,v57",WLSMV,0.998457111,0.997428518,0.058574893,0.035061286,6,data_2
F6,"v46,v47,v49,v52,v56,v59",WLSMV,0.996471948,0.994119913,0.061538786,0.040507799,6,data_1
F6,"v46,v47,v49,v52,v56,v59",WLSMV,0.99872862,0.997881033,0.053474107,0.032761831,6,data_2
F6,"v46,v47,v49,v52,v56,v60",WLSMV,0.996656052,0.994426754,0.058877377,0.038452756,6,data_1
F6,"v46,v47,v49,v52,v56,v60",WLSMV,0.99897331,0.99828885,0.047779774,0.030420399,6,data_2
F6,"v46,v47,v49,v52,v57",WLSMV,0.998501312,0.997002623,0.068460421,0.033313927,5,data_2
F6,"v46,v47,v49,v52,v59",WLSMV,0.99916172,0.99832344,0.051266413,0.028932123,5,data_2
F6,"v46,v47,v49,v52,v60",WLSMV,0.998958596,0.997917191,0.05697697,0.030445809,5,data_2
F6,"v46,v47,v49,v54",WLSMV,0.998483202,0.995449607,0.062632583,0.027670206,4,data_1
F6,"v46,v47,v49,v54,v57",WLSMV,0.997906008,0.995812017,0.073578435,0.035638845,5,data_2
F6,"v46,v47,v49,v54,v59",WLSMV,0.998041462,0.996082924,0.070273119,0.038614635,5,data_2
F6,"v46,v47,v49,v54,v60",WLSMV,0.998104784,0.996209569,0.069416591,0.036517726,5,data_2
F6,"v46,v47,v49,v56",MLR,0.99647019,0.989410571,0.046824007,0.015154262,4,data_1
F6,"v46,v47,v49,v56,v59",WLSMV,0.997795953,0.995591907,0.079245682,0.037319735,5,data_2
F6,"v46,v47,v49,v56,v60",WLSMV,0.995834187,0.991668375,0.075391052,0.039309016,5,data_1
F6,"v46,v47,v49,v56,v60",WLSMV,0.99828721,0.99657442,0.069786392,0.033163582,5,data_2
F6,"v46,v47,v49,v59",WLSMV,0.999049562,0.997148687,0.071149499,0.028030188,4,data_2
F6,"v46,v47,v50,v51,v52",WLSMV,0.9988241,0.997648201,0.076506888,0.027435501,5,data_2
F6,"v46,v47,v50,v51,v52,v54",WLSMV,0.9990769,0.9984615,0.053180125,0.027861497,6,data_2
F6,"v46,v47,v50,v51,v52,v54,v57",WLSMV,0.993944387,0.990916581,0.074591016,0.048037054,7,data_1
F6,"v46,v47,v50,v51,v52,v54,v57",WLSMV,0.998866416,0.998299625,0.050616796,0.033220742,7,data_2
F6,"v46,v47,v50,v51,v52,v54,v59",WLSMV,0.994418651,0.991627977,0.072609719,0.047195527,7,data_1
F6,"v46,v47,v50,v51,v52,v54,v59",WLSMV,0.998560937,0.997841406,0.058418333,0.034123025,7,data_2
F6,"v46,v47,v50,v51,v52,v54,v60",WLSMV,0.995022765,0.992534147,0.067754464,0.044796486,7,data_1
F6,"v46,v47,v50,v51,v52,v54,v60",WLSMV,0.999134459,0.998701688,0.044763224,0.029916861,7,data_2
F6,"v46,v47,v50,v51,v52,v56",WLSMV,0.996388212,0.993980354,0.069308043,0.038940227,6,data_1
F6,"v46,v47,v50,v51,v52,v56",WLSMV,0.998970742,0.998284571,0.058580076,0.027687681,6,data_2
F6,"v46,v47,v50,v51,v52,v56,v57",MLR,0.965543085,0.948314627,0.076859955,0.034214393,7,data_1
F6,"v46,v47,v50,v51,v52,v56,v57",WLSMV,0.996805681,0.995208521,0.055428827,0.037822408,7,data_1
F6,"v46,v47,v50,v51,v52,v56,v57",WLSMV,0.9986263,0.997939451,0.057987322,0.035291965,7,data_2
F6,"v46,v47,v50,v51,v52,v56,v59",WLSMV,0.996077213,0.99411582,0.0621454,0.041030131,7,data_1
F6,"v46,v47,v50,v51,v52,v56,v59",WLSMV,0.998460117,0.997690176,0.062772599,0.034251482,7,data_2
F6,"v46,v47,v50,v51,v52,v56,v60",MLR,0.966902502,0.950353752,0.076263221,0.034274729,7,data_1
F6,"v46,v47,v50,v51,v52,v56,v60",WLSMV,0.997143233,0.99571485,0.05230247,0.036289018,7,data_1
F6,"v46,v47,v50,v51,v52,v56,v60",WLSMV,0.999095978,0.998643966,0.047471634,0.029102296,7,data_2
F6,"v46,v47,v50,v51,v52,v57",WLSMV,0.996668472,0.994447453,0.065223112,0.037023097,6,data_1
F6,"v46,v47,v50,v51,v52,v57",WLSMV,0.998559237,0.997598729,0.067835606,0.033806031,6,data_2
F6,"v46,v47,v50,v51,v52,v59",WLSMV,0.99671022,0.994517033,0.065333365,0.036734488,6,data_1
F6,"v46,v47,v50,v51,v52,v59",WLSMV,0.998310107,0.997183512,0.075193711,0.034080981,6,data_2
F6,"v46,v47,v50,v51,v52,v60",WLSMV,0.997165317,0.995275528,0.060057805,0.034166095,6,data_1
F6,"v46,v47,v50,v51,v52,v60",WLSMV,0.998905951,0.998176585,0.059708164,0.029296199,6,data_2
F6,"v46,v47,v50,v51,v54",WLSMV,0.998792873,0.997585746,0.069260865,0.027225858,5,data_2
F6,"v46,v47,v50,v51,v54,v57",WLSMV,0.998578593,0.997630989,0.061067308,0.03201273,6,data_2
F6,"v46,v47,v50,v51,v54,v59",WLSMV,0.997736526,0.996227543,0.078688284,0.038067745,6,data_2
F6,"v46,v47,v50,v51,v54,v60",WLSMV,0.994784341,0.991307236,0.07391016,0.043954345,6,data_1
F6,"v46,v47,v50,v51,v54,v60",WLSMV,0.998608719,0.997681198,0.060948908,0.032015491,6,data_2
F6,"v46,v47,v50,v51,v56",WLSMV,0.996647142,0.993294284,0.076498365,0.035077049,5,data_1
F6,"v46,v47,v50,v51,v56,v57",MLR,0.974612404,0.957687339,0.072698973,0.029988962,6,data_1
F6,"v46,v47,v50,v51,v56,v57",WLSMV,0.997234183,0.995390305,0.055818825,0.033275468,6,data_1
F6,"v46,v47,v50,v51,v56,v57",WLSMV,0.99814247,0.996904117,0.073131232,0.035650337,6,data_2
F6,"v46,v47,v50,v51,v56,v59",WLSMV,0.99585915,0.993098583,0.06882184,0.040489461,6,data_1
F6,"v46,v47,v50,v51,v56,v60",MLR,0.974056085,0.956760142,0.074352258,0.031655809,6,data_1
F6,"v46,v47,v50,v51,v56,v60",WLSMV,0.997300024,0.995500039,0.054407339,0.033933672,6,data_1
F6,"v46,v47,v50,v51,v56,v60",WLSMV,0.998509605,0.997516009,0.065859379,0.031552553,6,data_2
F6,"v46,v47,v50,v51,v57",WLSMV,0.997174575,0.99434915,0.069478725,0.031197315,5,data_1
F6,"v46,v47,v50,v51,v59",WLSMV,0.996872903,0.993745807,0.073193346,0.033823641,5,data_1
F6,"v46,v47,v50,v51,v60",WLSMV,0.997530728,0.995061456,0.063986483,0.02982732,5,data_1
F6,"v46,v47,v50,v52",MLR,0.994997908,0.984993724,0.06006716,0.01634051,4,data_1
F6,"v46,v47,v50,v52",WLSMV,0.999616105,0.998848314,0.03662139,0.018596308,4,data_1
F6,"v46,v47,v50,v52,v54",MLR,0.987970389,0.975940777,0.064573651,0.024307481,5,data_1
F6,"v46,v47,v50,v52,v54",WLSMV,0.999153583,0.998307166,0.037344849,0.026876414,5,data_1
F6,"v46,v47,v50,v52,v54",WLSMV,0.999063039,0.998126077,0.055016917,0.028871827,5,data_2
F6,"v46,v47,v50,v52,v54,v57",MLR,0.981411042,0.969018404,0.062366798,0.030348676,6,data_1
F6,"v46,v47,v50,v52,v54,v57",MLR,0.98136372,0.968939533,0.077909977,0.027777972,6,data_2
F6,"v46,v47,v50,v52,v54,v57",WLSMV,0.997322833,0.995538055,0.052762315,0.036577168,6,data_1
F6,"v46,v47,v50,v52,v54,v57",WLSMV,0.999785287,0.999642145,0.021271523,0.027171836,6,data_2
F6,"v46,v47,v50,v52,v54,v59",MLR,0.980962324,0.96827054,0.065594534,0.029116517,6,data_1
F6,"v46,v47,v50,v52,v54,v59",WLSMV,0.998659629,0.997766049,0.038068561,0.032229894,6,data_1
F6,"v46,v47,v50,v52,v54,v59",WLSMV,0.99902495,0.998374916,0.046528815,0.032161572,6,data_2
F6,"v46,v47,v50,v52,v54,v60",MLR,0.984763635,0.974606059,0.057360815,0.027339945,6,data_1
F6,"v46,v47,v50,v52,v54,v60",WLSMV,0.999202711,0.998671185,0.028880132,0.029022632,6,data_1
F6,"v46,v47,v50,v52,v54,v60",WLSMV,0.999235114,0.99872519,0.041042145,0.030218816,6,data_2
F6,"v46,v47,v50,v52,v56",MLR,0.99665872,0.99331744,0.034348295,0.017169624,5,data_1
F6,"v46,v47,v50,v52,v56",WLSMV,0.998781211,0.997562422,0.066701748,0.028329142,5,data_2
F6,"v46,v47,v50,v52,v56,v57",MLR,0.992587467,0.987645778,0.039749155,0.022159258,6,data_1
F6,"v46,v47,v50,v52,v56,v57",WLSMV,0.99961206,0.999353433,0.020626231,0.02591017,6,data_1
F6,"v46,v47,v50,v52,v56,v57",WLSMV,0.999169505,0.998615841,0.044292237,0.030541145,6,data_2
F6,"v46,v47,v50,v52,v56,v59",MLR,0.985187421,0.975312369,0.058536385,0.027842451,6,data_1
F6,"v46,v47,v50,v52,v56,v59",WLSMV,0.999129313,0.998548855,0.031410725,0.030129267,6,data_1
F6,"v46,v47,v50,v52,v56,v59",WLSMV,0.998776336,0.99796056,0.055030392,0.031676948,6,data_2
F6,"v46,v47,v50,v52,v56,v60",MLR,0.993074837,0.988458061,0.039005637,0.022918124,6,data_1
F6,"v46,v47,v50,v52,v56,v60",WLSMV,0.999135538,0.99855923,0.045943357,0.028558258,6,data_2
F6,"v46,v47,v50,v52,v57",MLR,0.990316707,0.980633414,0.055571305,0.022443381,5,data_1
F6,"v46,v47,v50,v52,v57",WLSMV,0.998872093,0.997744185,0.042650754,0.027360786,5,data_1
F6,"v46,v47,v50,v52,v57",WLSMV,0.999788478,0.999576956,0.026463873,0.021824057,5,data_2
F6,"v46,v47,v50,v52,v59",MLR,0.988233555,0.97646711,0.063750191,0.024352317,5,data_1
F6,"v46,v47,v50,v52,v59",WLSMV,0.99908391,0.99816782,0.038902,0.027423022,5,data_1
F6,"v46,v47,v50,v52,v59",WLSMV,0.999068316,0.998136633,0.056908084,0.028367371,5,data_2
F6,"v46,v47,v50,v52,v60",MLR,0.991663187,0.983326373,0.052352192,0.022964725,5,data_1
F6,"v46,v47,v50,v52,v60",WLSMV,0.999446767,0.998893534,0.02980849,0.024567957,5,data_1
F6,"v46,v47,v50,v52,v60",WLSMV,0.999201611,0.998403222,0.052440781,0.027509451,5,data_2
F6,"v46,v47,v50,v54",MLR,0.990454083,0.971362249,0.078193694,0.021282533,4,data_1
F6,"v46,v47,v50,v54",WLSMV,0.999452653,0.99835796,0.039782034,0.021845972,4,data_1
F6,"v46,v47,v50,v54",WLSMV,0.999512466,0.998537399,0.051270933,0.026090896,4,data_2
F6,"v46,v47,v50,v54,v57",MLR,0.979133571,0.958267141,0.077315267,0.031401064,5,data_1
F6,"v46,v47,v50,v54,v57",MLR,0.991148064,0.982296127,0.062699146,0.023051739,5,data_2
F6,"v46,v47,v50,v54,v57",WLSMV,0.99669657,0.99339314,0.067121829,0.03727337,5,data_1
F6,"v46,v47,v50,v54,v59",WLSMV,0.997740143,0.995480285,0.056365707,0.035512562,5,data_1
F6,"v46,v47,v50,v54,v59",WLSMV,0.998673454,0.997346907,0.060370519,0.035392178,5,data_2
F6,"v46,v47,v50,v54,v60",MLR,0.985601803,0.971203605,0.065088002,0.026558744,5,data_1
F6,"v46,v47,v50,v54,v60",WLSMV,0.999347409,0.998694818,0.029491327,0.027672218,5,data_1
F6,"v46,v47,v50,v54,v60",WLSMV,0.99919986,0.998399719,0.046950975,0.030940106,5,data_2
F6,"v46,v47,v50,v56,v57",MLR,0.992804124,0.985608249,0.046000078,0.021227353,5,data_1
F6,"v46,v47,v50,v56,v57",WLSMV,0.999410118,0.998820237,0.029302798,0.024332167,5,data_1
F6,"v46,v47,v50,v56,v57",WLSMV,0.998894829,0.997789657,0.058036309,0.030889787,5,data_2
F6,"v46,v47,v50,v56,v59",WLSMV,0.998187171,0.996374343,0.051953928,0.03418269,5,data_1
F6,"v46,v47,v50,v56,v59",WLSMV,0.998029347,0.996058693,0.07866465,0.035766245,5,data_2
F6,"v46,v47,v50,v56,v60",MLR,0.995494603,0.990989207,0.036849868,0.020794841,5,data_1
F6,"v46,v47,v50,v56,v60",WLSMV,0.998780883,0.997561766,0.061681084,0.029585717,5,data_2
F6,"v46,v47,v50,v57",MLR,0.991459273,0.974377818,0.070527991,0.021079736,4,data_1
F6,"v46,v47,v50,v57",WLSMV,0.998590119,0.995770356,0.064214322,0.025968125,4,data_1
F6,"v46,v47,v50,v59",WLSMV,0.998403972,0.995211917,0.06852026,0.030266255,4,data_1
F6,"v46,v47,v50,v59",WLSMV,0.999220159,0.997660477,0.067771227,0.026684358,4,data_2
F6,"v46,v47,v50,v60",MLR,0.99785086,0.993552579,0.035712006,0.015202449,4,data_1
F6,"v46,v47,v50,v60",WLSMV,0.999673631,0.999020894,0.043922827,0.02083967,4,data_2
F6,"v46,v47,v51,v52,v54",WLSMV,0.998733178,0.997466355,0.063410439,0.02922176,5,data_2
F6,"v46,v47,v51,v52,v54,v57",WLSMV,0.998040762,0.996734604,0.064821734,0.03628797,6,data_2
F6,"v46,v47,v51,v52,v54,v59",WLSMV,0.997316184,0.995526974,0.078162798,0.038590585,6,data_2
F6,"v46,v47,v51,v52,v54,v60",WLSMV,0.998410586,0.997350977,0.058991339,0.032967437,6,data_2
F6,"v46,v47,v51,v52,v56",WLSMV,0.998845909,0.997691818,0.063645894,0.027204875,5,data_2
F6,"v46,v47,v51,v52,v56,v57",WLSMV,0.994953036,0.991588393,0.065838193,0.039895467,6,data_1
F6,"v46,v47,v51,v52,v56,v57",WLSMV,0.997977162,0.996628603,0.068988352,0.037776683,6,data_2
F6,"v46,v47,v51,v52,v56,v59",WLSMV,0.994126369,0.990210614,0.072183035,0.042850875,6,data_1
F6,"v46,v47,v51,v52,v56,v59",WLSMV,0.997441191,0.995735318,0.079728707,0.038100849,6,data_2
F6,"v46,v47,v51,v52,v56,v60",WLSMV,0.99522957,0.992049283,0.064471463,0.038968674,6,data_1
F6,"v46,v47,v51,v52,v56,v60",WLSMV,0.998622654,0.997704423,0.057282522,0.031000929,6,data_2
F6,"v46,v47,v51,v54",MLR,0.992522976,0.977568927,0.078785277,0.020644026,4,data_2
F6,"v46,v47,v51,v54",WLSMV,0.999858693,0.999576078,0.026705953,0.021036726,4,data_2
F6,"v46,v47,v51,v54,v57",WLSMV,0.998083418,0.996166835,0.071133403,0.033715322,5,data_2
F6,"v46,v47,v51,v54,v59",WLSMV,0.993947585,0.987895169,0.076795988,0.043760537,5,data_1
F6,"v46,v47,v51,v54,v60",WLSMV,0.994008426,0.988016853,0.075411981,0.043135106,5,data_1
F6,"v46,v47,v51,v54,v60",WLSMV,0.997925583,0.995851166,0.074152946,0.035573557,5,data_2
F6,"v46,v47,v51,v56",MLR,0.989269055,0.967807166,0.07374322,0.021525712,4,data_1
F6,"v46,v47,v51,v56",WLSMV,0.999076484,0.997229451,0.044084146,0.021789179,4,data_1
F6,"v46,v47,v51,v56",WLSMV,0.999634279,0.998902837,0.045752193,0.019670952,4,data_2
F6,"v46,v47,v51,v56,v57",MLR,0.987737686,0.975475373,0.053059897,0.024752398,5,data_1
F6,"v46,v47,v51,v56,v57",WLSMV,0.998585563,0.997171126,0.038220555,0.02743823,5,data_1
F6,"v46,v47,v51,v56,v57",WLSMV,0.997857381,0.995714763,0.079495744,0.0365291,5,data_2
F6,"v46,v47,v51,v56,v59",WLSMV,0.996699205,0.99339841,0.0589046,0.036417305,5,data_1
F6,"v46,v47,v51,v56,v60",MLR,0.98163134,0.963262681,0.066396182,0.029588165,5,data_1
F6,"v46,v47,v51,v56,v60",WLSMV,0.998199042,0.996398083,0.042709018,0.030613032,5,data_1
F6,"v46,v47,v51,v56,v60",WLSMV,0.99819559,0.996391181,0.072741712,0.033418118,5,data_2
