"Factor","Items","Estimator.x","CFI.x","TLI.x","RMSEA.x","SRMR.x","Item_Count.x","Estimator.y","CFI.y","TLI.y","RMSEA.y","SRMR.y","Item_Count.y"
"F4","v26,v28,v30,v31","MLR",0.988248219636468,0.964744658909403,0.079828850882879,0.0217958947934279,4,"MLR",0.999647827820113,0.998943483460338,0.0145813205851963,0.0161151530121293,4
"F4","v26,v28,v30,v31","WLSMV",0.99937836590843,0.998135097725289,0.0395988270216627,0.0226527910803186,4,"MLR",0.999647827820113,0.998943483460338,0.0145813205851963,0.0161151530121293,4
"F4","v27,v28,v30,v31","MLR",0.988896206571099,0.966688619713297,0.0776409749753535,0.0216617962908465,4,"MLR",0.997521549205924,0.992564647617771,0.0375270081795543,0.0190927074245329,4
"F4","v27,v28,v30,v31","WLSMV",0.999440537106644,0.998321611319932,0.0378543333887597,0.0225386119997787,4,"MLR",0.997521549205924,0.992564647617771,0.0375270081795543,0.0190927074245329,4
"F4","v27,v29,v30,v31","MLR",0.995528708276372,0.986586124829115,0.0488191433884592,0.0167184710849144,4,"MLR",0.992439095259137,0.97731728577741,0.0735990350962645,0.0257707952625528,4
"F4","v27,v29,v30,v31","MLR",0.995528708276372,0.986586124829115,0.0488191433884592,0.0167184710849144,4,"WLSMV",0.999064790840215,0.997194372520644,0.0626803962584795,0.0313652045063525,4
"F4","v28,v29,v30,v31","WLSMV",0.999044251115338,0.997132753346015,0.05724029595744,0.027036099784378,4,"MLR",0.993080122481351,0.979240367444053,0.0749099327491803,0.0225681693838402,4
"F4","v28,v29,v30,v31","WLSMV",0.999044251115338,0.997132753346015,0.05724029595744,0.027036099784378,4,"WLSMV",0.999708739822248,0.999126219466744,0.0384172465322619,0.0251221636396981,4
"F4","v28,v29,v30,v31","MLR",0.992415575110732,0.977246725332195,0.0696039385234275,0.0198352037819559,4,"MLR",0.993080122481351,0.979240367444053,0.0749099327491803,0.0225681693838402,4
"F4","v28,v29,v30,v31","MLR",0.992415575110732,0.977246725332195,0.0696039385234275,0.0198352037819559,4,"WLSMV",0.999708739822248,0.999126219466744,0.0384172465322619,0.0251221636396981,4
