"Factor","Items","Estimator.x","CFI.x","TLI.x","RMSEA.x","SRMR.x","Item_Count.x","Estimator.y","CFI.y","TLI.y","RMSEA.y","SRMR.y","Item_Count.y"
"F1","v1,v10,v13,v55","WLSMV",0.990143785286801,0.970431355860404,0.0423756142183631,0.0303715552994184,4,"WLSMV",0.996815223161609,0.990445669484828,0.0501057284004048,0.0324143066739566,4
"F1","v1,v10,v13,v55","WLSMV",0.990143785286801,0.970431355860404,0.0423756142183631,0.0303715552994184,4,"MLR",0.978565633471337,0.935696900414011,0.0729654675707973,0.0292882809247999,4
"F1","v1,v10,v13,v55","MLR",0.989618669988072,0.968856009964216,0.0329720273732461,0.0221951497799182,4,"WLSMV",0.996815223161609,0.990445669484828,0.0501057284004048,0.0324143066739566,4
"F1","v1,v10,v13,v55","MLR",0.989618669988072,0.968856009964216,0.0329720273732461,0.0221951497799182,4,"MLR",0.978565633471337,0.935696900414011,0.0729654675707973,0.0292882809247999,4
"F1","v1,v2,v10,v55","WLSMV",0.998563238717515,0.995689716152544,0.0420030082049591,0.0276023338123063,4,"WLSMV",0.998812076842893,0.996436230528679,0.0507356074236628,0.0329648453119502,4
"F1","v1,v2,v10,v55","MLR",0.989642576362142,0.968927729086425,0.057365595935842,0.028111293108572,4,"WLSMV",0.998812076842893,0.996436230528679,0.0507356074236628,0.0329648453119502,4
"F1","v1,v2,v3,v10,v11","WLSMV",0.992990102398064,0.985980204796128,0.0693191152822703,0.0492399375345389,5,"WLSMV",0.995420636494536,0.990841272989073,0.0722881976811899,0.0555914496741961,5
"F1","v1,v2,v3,v10,v55","WLSMV",0.996718847953278,0.993437695906555,0.0495605755614047,0.0385092849621047,5,"MLR",0.992690252529976,0.985380505059952,0.0466426292937713,0.0266201358305811,5
"F1","v1,v2,v3,v10,v55","MLR",0.96956597853054,0.93913195706108,0.077994275563681,0.0351659929279122,5,"MLR",0.992690252529976,0.985380505059952,0.0466426292937713,0.0266201358305811,5
"F1","v1,v2,v3,v5,v9,v55","WLSMV",0.988725038735748,0.981208397892913,0.0797683621653359,0.0526727505383193,6,"WLSMV",0.997107648715435,0.995179414525725,0.0623354076854457,0.0356125422068185,6
"F1","v1,v2,v3,v55","WLSMV",0.996815104149803,0.990445312449409,0.0724689858296808,0.0381686639042937,4,"MLR",0.998702213072058,0.996106639216175,0.0297713276704638,0.0152197148181837,4
"F1","v1,v2,v3,v7","WLSMV",0.99681878823425,0.990456364702751,0.0738681933408627,0.036796230520948,4,"MLR",0.99470553958098,0.98411661874294,0.0555442295370721,0.0215696700446032,4
"F1","v1,v2,v3,v7,v11","WLSMV",0.990888257122488,0.981776514244977,0.0793433323722372,0.0545101094657265,5,"WLSMV",0.998066138380495,0.996132276760989,0.046858238288942,0.0441934039896574,5
"F1","v1,v2,v3,v7,v11","WLSMV",0.990888257122488,0.981776514244977,0.0793433323722372,0.0545101094657265,5,"MLR",0.980917214625155,0.96183442925031,0.070199646180595,0.041520917784059,5
"F1","v1,v2,v3,v7,v55","WLSMV",0.994277547272419,0.988555094544838,0.0657437420729112,0.045417841933311,5,"MLR",0.983538017773132,0.967076035546264,0.0697515896574033,0.0334088196497285,5
"F1","v1,v2,v3,v7,v55","WLSMV",0.994277547272419,0.988555094544838,0.0657437420729112,0.045417841933311,5,"WLSMV",0.999270422981343,0.998540845962686,0.0328330534742382,0.0345231075207313,5
"F1","v1,v2,v3,v8","MLR",0.999902951803832,0.999708855411496,0.00610467590725081,0.016850153843411,4,"WLSMV",0.999956357947408,0.999869073842224,0.0104470417969736,0.029332774046136,4
"F1","v1,v2,v3,v8","MLR",0.999902951803832,0.999708855411496,0.00610467590725081,0.016850153843411,4,"MLR",0.98928146658023,0.967844399740691,0.0770259368933639,0.0246022674926954,4
"F1","v1,v2,v3,v8,v55","MLR",0.976439592880576,0.952879185761151,0.0639582848976445,0.0303407051527799,5,"WLSMV",0.995685989782789,0.991371979565578,0.0781136358184745,0.0578538067509025,5
"F1","v1,v2,v3,v8,v55","WLSMV",0.998239519890946,0.996479039781891,0.0341496376781621,0.0344174709813953,5,"WLSMV",0.995685989782789,0.991371979565578,0.0781136358184745,0.0578538067509025,5
"F1","v1,v2,v3,v9,v13,v55","WLSMV",0.988972015472873,0.981620025788122,0.0664660934217907,0.0564998993827274,6,"WLSMV",0.992523118097555,0.987538530162592,0.0789302237559495,0.0573306568594483,6
"F1","v1,v2,v5,v10,v55","WLSMV",0.991027899941603,0.982055799883207,0.0772290287745705,0.0487057904459326,5,"MLR",0.993588820088569,0.987177640177138,0.0432592316096986,0.0253916086445178,5
"F1","v1,v2,v5,v55","MLR",0.983392678846093,0.950178036538278,0.0794270701988345,0.0303291015641556,4,"MLR",0.998656766765402,0.995970300296205,0.0299067663686007,0.0141427569464038,4
"F1","v1,v2,v5,v55","WLSMV",0.998346853330217,0.995040559990651,0.0478292788713512,0.0313758892642311,4,"MLR",0.998656766765402,0.995970300296205,0.0299067663686007,0.0141427569464038,4
"F1","v1,v2,v7,v55","WLSMV",0.995983189207292,0.987949567621877,0.0696073895229339,0.0383859930633083,4,"WLSMV",0.997061079429464,0.991183238288392,0.0794294932620311,0.0415211166110626,4
"F1","v1,v2,v9,v55","MLR",0.995282285405343,0.985846856216028,0.036425298910045,0.0250865030539366,4,"MLR",0.999370049086177,0.998110147258532,0.0167824230903938,0.016371211445953,4
"F1","v1,v2,v9,v55","WLSMV",0.999228582272588,0.997685746817765,0.0295915934959533,0.0262038826572797,4,"MLR",0.999370049086177,0.998110147258532,0.0167824230903938,0.016371211445953,4
"F1","v1,v3,v10,v55","MLR",0.99326946245364,0.979808387360921,0.0390758715831911,0.0221303905324666,4,"MLR",0.996517689486365,0.989553068459096,0.0375025618608958,0.0227788529362117,4
"F1","v1,v3,v10,v55","WLSMV",0.998777437658399,0.996332312975198,0.024053136026363,0.0234783889122877,4,"MLR",0.996517689486365,0.989553068459096,0.0375025618608958,0.0227788529362117,4
"F1","v1,v3,v5,v10","WLSMV",0.995887478904468,0.987662436713403,0.0666789109209297,0.0332405227508588,4,"MLR",0.999308545792346,0.997925637377039,0.0200463904906848,0.016796104516876,4
"F1","v1,v3,v5,v10,v55","MLR",0.984783886349587,0.969567772699174,0.0516766426731337,0.0258623949485868,5,"WLSMV",0.996583506900333,0.993167013800666,0.0715079530219532,0.0387349169422521,5
"F1","v1,v3,v5,v10,v55","WLSMV",0.99828351759541,0.996567035190819,0.0290281458115275,0.029853991742761,5,"WLSMV",0.996583506900333,0.993167013800666,0.0715079530219532,0.0387349169422521,5
"F1","v1,v3,v5,v7,v11","WLSMV",0.986919385637732,0.973838771275464,0.0778519381965309,0.0546095882776848,5,"WLSMV",0.998597735127884,0.997195470255767,0.0400878867666743,0.0429123625261781,5
"F1","v1,v3,v5,v7,v11","WLSMV",0.986919385637732,0.973838771275464,0.0778519381965309,0.0546095882776848,5,"MLR",0.989153558691274,0.978307117382549,0.0527885915819429,0.0377865879274343,5
"F1","v1,v3,v5,v7,v55","MLR",0.996078334629699,0.992156669259398,0.0267443474911114,0.0205757849848728,5,"WLSMV",0.996749386704058,0.993498773408115,0.069966319696852,0.0384700383752652,5
"F1","v1,v3,v5,v9,v55","WLSMV",0.9985465907446,0.997093181489201,0.0245805750208393,0.0309080934211834,5,"WLSMV",0.997878044676846,0.995756089353692,0.0552307095309941,0.0306834613035784,5
"F1","v1,v3,v5,v9,v55","WLSMV",0.9985465907446,0.997093181489201,0.0245805750208393,0.0309080934211834,5,"MLR",0.98359879598318,0.967197591966361,0.0674750992481001,0.0282441640317962,5
"F1","v1,v3,v5,v9,v55","MLR",0.989874517927743,0.979749035855486,0.0392744337327133,0.0265274651222699,5,"WLSMV",0.997878044676846,0.995756089353692,0.0552307095309941,0.0306834613035784,5
"F1","v1,v3,v5,v9,v55","MLR",0.989874517927743,0.979749035855486,0.0392744337327133,0.0265274651222699,5,"MLR",0.98359879598318,0.967197591966361,0.0674750992481001,0.0282441640317962,5
