sex,age,grade,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
0,29,11,3,3,2,3,2,2,3,3,3,3,1,3,3,3,3,2,2,2,1,1,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,4,4,3,3,3,4,4,2,4,4,4,3,4,3,3,3
0,29,11,4,3,3,3,4,2,3,3,1,2,2,2,2,2,3,3,3,3,2,3,4,4,4,4,4,3,3,4,4,3,2,2,2,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
0,37,11,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
0,62,13,3,4,4,3,4,4,1,1,1,2,2,2,2,2,2,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,2,3,3,4,4,3,4,2.6720183486238533,3,3,4,4,3,3,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5
0,50,11,3,3,3,3,3,4,2,2,1,2,2,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4
0,22,11,3,3,4,3,4,4,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,1,3,4,4,4,4,4,4,2,4,4,4,4,4,5,4,3,3,5,5,5,5,2,5,3,5,5,5,5,5
0,20,1,2,3,3,2,2,3,3,3,2,4,1,2,4,2,2,3,3,3,3,3,2,3,2,3,3,2,2,3,3,2,4,3,2,3,3,3,3,3,3,2,3,3,4,3,4,4,3,4,4,3,4,3,5,3,5,3,4,4,4,5
0,28,11,3,3,3,3,3,3,2,2,2,2,4,2,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,4,4,2,4,3,3,3,3,3,3,2,3,3,4,3,3,5,4,4,4,4,3,4,2,5,5,5,4,4,2,3,4
0, ,1,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,4,4,4,4,4,3,4,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,22,12,3,3,3,2,3,2,2,2,2,2,1,1,2,3,3,2,2,2,1,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,3
0,24,11,3,3,3,2,2,2,3,3,1,3,2,2,3,2,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,2,3,2,3,3,3,3,3,3,3,2,4,4,4,5,4,3,4,5,4,4,2,4,2,4,3,5,3,4,5
0, ,11,3,3,2,2,2,2,2,2,2,2,1,3,3,2,4,3,3,2,3,3,3,4,3,3,3,4,4,4,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,4,4,3,4,4,4,4,3,4,2,4,3,4,4,4,4
0,43,11,4,4,4,4,4,4,2,2,2,2,2,3,2,2.584862385321101,2,3,2,3,3,3,3,3,2,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,27, ,3,2,3,2,3,3,3,3,1,2,3,1,3,4,2,3,3,2.7954022988505747,2,3.1333333333333333,3,2.839080459770115,2.7724137931034485,2.9059633027522938,2.908256880733945,3.1192660550458715,4,3,2.9954128440366974,2,2.3577981651376145,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,4,4,4,3,4,3.703448275862069,3.0206896551724136,3.561926605504587,3,4,5,4,5
0,20,2,3,3,2,2,2,1,3,3,1,2,1,1,2,3,3,3,3,2,1,3,2,2,1,1,1,4,4,3,3,2,1,1,1,2,2,2,2,3,2,2,4,3,4,1,4,4,2,5,4,3,3,2,2,1,2,2,4,3,3,4
0,20,2,3,2,2,2,2,2,3,2,2,3,2,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,2,1,2,4,4,4,4
1,20,2,3,3,2,3,3,2,3,3,2,2,2,1,2,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,4,4,4,3,3,4,2,5,3,4,4,4,4
0,19,2,4,3,2,2,2,2,2,3,3,2,1,1,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,4,3,4,3,3,4,3,2,3,4,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,5,5,5,5
0,21,3,2,2,2,2,1,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,3,3,2,4,3,3,2,4,2,4,3,3,4
1,21,3,3,4,4,3,3,4,2,2,2,1,2,1,2,2,2,2,2,2,3,4,3,2,2,3,3,3,3,3,3,3,2,4,4,4,4,4,4,3,4,2,3,3,3,3,4,4,3,3,4,4,3,2,4,4,4,4,4,3,4,4
1,20,2,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,4,4,4,4,4,4,4,4,2,2,3,2,4,4,4,4
0,22,3,3,3,3,3,3,3,4,4,2,4,2,3,2,3,3,3,4,4,2,3,4,2,3,2,2,3,3,4,3,3,3,2,2,2,2,3,4,2,4,3,3,3,2,3,4,4,3,3,4,3.81651376146789,4,4,5,4,5,4,4,4,4,4
0,19,2,3,3,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,2,3,3,3,2,4,4,3,3,3,3,4,3,2,2,3,2,4,3,3,4
0,20,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,2,3,3,2,1,3,2,2,2,2,2,3,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,4,3,4,3,4,4,3,3,4
0,20,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,2,3.841743119266055,4,3,3,3,2,3,3,3,4,3,3,3
0,21,2,3,2,3,2,2,2,4,4,3,3,2,2,3,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,4,4,4,4,4,4,4,4,3,2,2,3,4,4,4,4
0,20,2,2,2,2,1,2,2,4,3,3,3,2,2,3,3,3,2,2,2,1,2,3,3,3,2,2,4,4,4,3,4,2,2,1,1,2,2,1,1,1,1,2,3,2,2,3,2,2,3,4,4,4,2,4,2,3,2,5,4,3,3
0,19,2,3,2,3,3,3,3,2,3,2,2,2,3,2,2,2,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,1,4,4,4,4,4
0,21,3,3,3,3,2,3,3,2,3,1,1,3,2,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,1,3,4,4,4,4,4,5,5,5,5,5,4,4,4,3,4,4,5,5,4,4
0,22,2,3,2,4,2,1,2,4,4,4,4,2,3,3,4,3,2,1,1,1,2,2,4,1,4,1,3,3,2,3,1,4,1,1,1,1,1,2,1,1,2,3,3,4,3,4,5,4,4,4,4,4,2,5,1,1,2,5,2,3,1
0,22,3,3,3,3,2,3,3,2,2,2,2,2,2,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4
0,22,4,3,3,3,3,3,3,2,2,2,2,3,3,4,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,4,4,3,4,4,4,4,2,4,4,4,4,4
0,19,2,3,3,2,1,1,1,4,3,2,4,2,3,2,3,3,3,3,2,3,3,2,3,2,3,4,3,2,2,2,1,3,2,1,2,2,2,2,1,2,2,4,2,3,2,4,5,2,3,4,4,4,4,2,1,2,1,4,3,4,4
0,20,2,3,3,2,1,1,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,3,4,4,4,4,4,3,4,3,4,3,2,2,5,4,5,4
1,22,3,2,3,3,2,2,3,3,4,2,2,2,2,2,2,3,3,3,3,3,3,3,4,2,4,3,2,2,3,3,2,3,2,2,3,3,2,3,1,3,2,3,3,3,3,4,4,3,2,3,3,3,4,5,4,5,3,3,4,3,4
1,22,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,1,1,1,2,1,4,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,5,3,5,4,5,5,5,4
1,20,2,4,4,4,4,3,2,1,3,2,1,2,1,2,2,3,3,2,2,3,3,4,4,4,4,4,3,3,2,3,3,3,2,3,3,3,3,4,4,4,3,4,4,3,4,4,4,5,5,5,5,4,4,5,2,5,4,5,5,5,5
0,21,3,3,3,2,2,2,2,3,4,1,1,3,3,3,1,3,3,3,3,2,4,3,3,3,3,3,4,4,4,4,4,2,1,1,1,1,2,2,2,3,2,2,3,3,3,4,4,3,4,4,4,5,4,2,1,4,3,4,4,4,4
0,19,2,2,3,1,1,2,1,3,3,2,3,2,2,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,1,3,3,3,3,2,4,4,4,4,4,3,3,3,4,1,3,1,4,4,3,3
0,20,2,3,3,3,3,3,3,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,5,3,4,4,5,5,5,5
0,20,2,3,2,3,2,2,3,3,3,3,3,1,1,2,2,3,2,2,3,2,2,1,2,3,2,2,4,4,4,3,4,1,2,2,3,2,3,3,2,2,2,2,2,4,3,4,4,4,3,4,3,3,3,4,4,3,4,5,5,5,5
0,19,2,3,2,3,2,2,2,3,3,2,3,2,2,3,3,3,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2.743119266055046,2,3,3,3,3,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4
0,20,2,3,2,2,2,3,2,2,3,1,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,4,4,3,4,4,4,2,4,2,5,5,5,5
0,21,3,2,3,2,2,2,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,4,4,3,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,4,3,5,5,2,2,4,2,5,2,5,1,5,3,4,2,2,3
0,21,2,3,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,2,2,2,2,2,2,3,2,3,2,3,3,3,3,4,3,3,4,4,3,4,2,5,2,5,3,4,5,5,5
0,20,3,4,4,4,4,2,4,3,3,3,4,3,3,1,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
0,20,2,3,3,3,2,3,3,2,3,2,2,2,2,3,3,3,2,3,3,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4
0,24,3,3,3,2,1,3,2,4,4,3,4,1,1,4,3,3,3,4,3,4,4,3,2,3,4,4,4,3,3,3,3,3,2,2,1,1,2,3,2,4,1,3,3,3,3,4,4,2,4,4,3,4,1,5,2,5,4,4,4,3,5
0,19,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,2,2,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,4,3,2,2,3,3,2,2,4,3,4,5,4,3,3,4,4,2,5,2,5,5,4,5
0,19,2,3,3,2,2,3,2,2,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,2,3,4,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,3,4,4,3,3
0,21,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4
0,22,4,3,3,3,3,3,3,3,4,3,4,2,2,3,3,3,2,2,2,1,1,2,2,2,2,2,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,3,2,3,2,4,4,4,4,4,4,4,3,2,4,2,4,4,3,4,4
0,20,2,4,3,3,2,2,2,3,3,1,3,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,4,4,4,4
0,20,2,2,3,3,2,3,2,3,2,1,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,4,3,3,4,3,3,4,4,4,3,3,3,4,3,3,4
0,21,3,2,2,3,2,2,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,3,2,3,3,2,3,2,2,3,3,2,2,2,2,3,3,3,3,4,4,4,4,2,3,4,4,2,2,3,2,5,4,4,4
0,20,3,3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,2,4,3,4,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,5,4,4,4,3,4,3,4,3,5,4,5,5
0,20,2,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,1,2,3,4,3,4,3,2,2,3,3,3,3,3,2,3,2,3,3,3,4,4,3,2,3,3,3,3,4,4,4,5,4,4,4,4,3,2,2,3,5,4,4,3
0,20,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,3,2,3,2.834101382488479,3,2.760919540229885,2.839080459770115,2.7724137931034485,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5
0,21,3,4,2,3,3,2,3,3,4,2,3,2,2,3,1,3,1,1,1,4,4,2,1,2,4,4,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,5,4,4,1,3,1,4,4,4,4,4
0,20,2,3,3,2,2,2,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4
0,20,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,4,4,2,2,2,4,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,4,3,3,4,4,3,4,3,1,1,1,1,5,5,5,4
0,21,3,2,3,2,1,2,2,3,3,3,4,2,3,3,3,4,3,3,3,4,4,3,3,3,3,3,4,3,3,4,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,4,3,2,4,4,3,4,2,4,2,2,2,4,4,3,4
0,23,3,2,2,2,3,3,3,3,3,3,3,2.2091954022988505,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3.9195402298850577,4,3,4,3,4,4,3,3,3
0,19,2,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,3,2,3,2,3,2,4,3,3,3,4,3,3,1,3,1,3,1,5,4,4,4
0,20,2,3,3,3,2,3,2,3,3,4,2,2,3,3,3,3,2,3,3,1,3,2,3,2,3,2,3,3,3,3,2,3,2,2,2,3,3,2,3,3,2,2,2,3,3,4,4,3,4,4,4,3,3,2,2,2,3,3,3,4,4
0,25,6,3,3,3,4,3,3,3,4,4,3,3,3,4,3,2,2,2.876146788990826,3,2.834101382488479,3,3,3,3,1,1,3,3,3,4,2,2,3,2,3,4,2,3,3,3,2,2,2,3,4,3,3,4,5,4,5,4,5,4,4,3,4,4,5,3,4
1,29,6,3,3,3,2,2,3,4,4,2,2,3,4,4,3,3,2,2,3,4,4,3,3,3,4,4,2,2,3,3,3,2,2.6926605504587156,1,3,3,3,3,2,1,1,2,3,3,3,4,3,2,3,3,3,2,1,4,3,4,3,4,3,3,3
0,24,6,4,3,4,3,2,2,3,2,3,3,3,2,3,4,3,3,3,3,4,4,4,3,3,4,4,3,3,3,2,3,4,3,2,3,2,2,3,4,4,3,3,4,4,3,5,5,5,4,5,4,5,5,3,4,5,4,5,5,4,5
1,33,6,4,4,4,4,4,4,2,3,2,1,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,28,6,3,3,3,2,2,2,3,3,1,2,2,2,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,2,3,2,3,2,2,3,2,3,3,2,2,2,2,3,3,3,4,3,3,3,4,4,4,2,5,3,4,3,5,5,4,4
0,50,6,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5
1,25,6,3,3,3,2,3,2,3,3,2,2,3,2,3,3,3,3,3,2,4,4,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,3,4,2,4,3,4,4,4,4
0,24,6,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4
0,26,6,2,3,2,3,2,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,2,2,3,3,3,3,2,3,2,3,2,4,4,3,4
0,25,6,3,3,4,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,5,5,5,4,5,5,4,3,4,4,4,4,5,3,4,4
1,26,6,4,4,4,4,4,3,2,2,2,1,3,2,2,3,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,5,4,4,4,3,4,4,4,4,3,4,4,3,4,4
0,24,6,3,4,3,3,3,2,2,4,1,1,1,1,2,3,3,4,4,4,3,3,4,3,4,3,3,4,4,4,4,4,2,4,4,4,4,4,4,3,4,3,4,4,4,4,5,5,5,5,5,5,5,5,3,3,4,4,5,5,5,5
1,25,6,3,3,3,2,3,3,3,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,5,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4
1,25,6,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4
0,23,6,3,3,2,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3.0825688073394497,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2
0,25,6,2,3,3,2,3,2,4,4,4,4,4,3,4,2,4,3,2,2,3,4,2,3,2,3,3,4,4,4,4,4,2,2,2,2,2,2,4,2,3,3,4,4,4,3,4,4,3,4,4,4,5,3,4,3,3,3,5,5,5,5
0,24,6,3,4,3,3,3,3,4,3,1,2,3,2,3,2,3,3,3,3,3,4,2,3,2,3,4,4,2,3,3,3,2,4,3,4,4,3,4,3,3,3,3,3,3,3,4,4,4,5,4,4,4,3,5,3,4,4,5,5,5,5
0,41,6,4,4,4,4,4,3,3,3,1,2,2,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,5,4,5,5,4,3,4,4,4,4,4
0,35,6,2,2,3,3,3,4,2,2,2,2,2,2,2,2,2,3,3,3,2,2,4,3,3,2,2,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4
0,36,6,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
0, ,6,3,3,3,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,4,4,4,4,4,4
0,24,6,4,3,2,2,3,2,3,4,2,3,2,2,2,2,3,2,2,3,2,2,3,2,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,5,3,3,4,3,5,5,5,5
0,24,6,2,3,2,2,1,2,4,2,3,4,3,2,3,4,3,2,2,2,2,3,1,2,2,2,2,3,3,3,3,2,4,3,3,2,2,2,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,5,1,3,2,5,5,3,3
1,26,6,3,3,4,4,4,4,2,2,1,1,1,1,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
0,26,6,3,2,2,2,2,2,3,3,2,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,2,2,2,4,3,3,4
1,24,6,4,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,2,3,2,2,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
0,28,6,4,4,4,3,3,3,3,2,2,2,2,3,2,3,4,2,3,2,3,3.1333333333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3.659770114942529,3,4,4,4,3,5,4,4,4,5,4,4,3
