sex,age,department,grade,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
0,20,音樂,三年級,3,3,3,3,3,3,2,3,2,4,2,2,2,2,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,5,4
0,19,舞蹈系,二年級,4,3,4,3,3,3,4,4,2,1,1,1,1,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,3,4,4,5,4,4,4,4,5,4,5,3,5,4,5,5,5,4
0,21,音樂,三年級,3,3,2,1,2,1,2,4,1,2,3,2,4,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
0,22,書畫四,四年級,4,3,4,2,2,2,4,4,4,4,3,3,4,3,4,4,4,4,3,3,2,1,1,4,4,3,2,3,3,3,3,2,2,2,2,2,3,2,3,3,3,3,3,2,4,3,3,4,3,4,4,3,3,2,3,3,3,4,3,4
0,19,古蹟系,二年級,3,3,2,2,1,1,3,1,1,2,3,3,4,2,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,5,4,3,3,3,3,4,3,4,2,4,3,5,5,4,5
0,19,音樂系,二年級,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4
0,19,中國音樂學系,二年級,3,3,4,4,4,3,1,1,2,2,2,1,1,1,2,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,2,3,3,4,4,3,4,3,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
0,48,書畫系,二年制在職專班二年級,3,3,3,2,2,2,3,2,3,3,1,1,3,3,3,3,4,4,3,2,3,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,2,2,3,2,2,3,3,3,4,4,4,3
0,53,書畫系,延畢,4,4,4,4,3,4,2,3,4,3,1,1,2,2,2,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,2,4,3,4,4,4,4,4,2,3,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
0,25,藝教所,研究生,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,3,3,3,4,4,4,3,4,4,3,3,3,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,21,書畫系,二年級,2,2,2,2,2,2,4,4,4,3,2,4,3,2,3,3,3,3,2,3,2,2,2,3,3,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,3
1,32,美術系,二年制在職專班延畢,4,4,4,4,4,4,3,4,3,2,2,1,3,2,2,4,3,3,4,4,3,4,3,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,3,4,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4
0,22,音樂系,延畢,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5
0,46,工藝系,二年制在職專班延畢,4,4,4,4,4,4,2,3,1,1,1,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,19,舞蹈系,二年級,3,3,3,3,2,3,2,2,2,3,1,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,3,2,2,2,3,2,2,3,4,3,3,3,4,4,3,3,2,3,3,3,4,3,3,4
0,23,書畫系,延畢,4,2,3,2,3,2,2,4,1,3,3,1,3,3,4,4,4,3,3,3,4,2,4,4,3,4,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,4,4,4,5,5,5,5,5,5,5,5,4,2,4,3,5,3,4,4
0,22,舞蹈系,四年級,3,3,2,2,2,3,3,4,2,1,1,3,2,2,3,3,3,3,3,4,3,2,2,3,4,2,2,2,3,3,2,4,4,4,4,4,4,4,4,2,4,3,3,4,4,5,3,5,4,4,4,3,2,2,4,3,5,5,5,5
0,25,雕塑系,大學畢業,4,4,2,2,2,3,3,1,1,3,1,1,2,3,3,3,3,4,4,3,3,4,3,4,4,4,4,3,4,3,1,3,3,3,3,3,4,2,2,2,4,4,3,3,5,4,3,5,4,4,5,4,4,4,4,3,5,4,4,4
1,20,雕塑系,二年級,3,3,3,3,3,3,2,1,2,1,2,1,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4
0,31,舞蹈系,研究生,4,4,4,4,4,4,1,1,1,1,3,1,4,1,2,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5
0,22,國樂,大四,3,3,1,2,3,1,2,2,3,3,4,2,4,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,4,4,3,3,3,3,3,3,4,2,3,4,3,4,4,4,4,4,3,3,2,2,2,4,4,3,4
1,19,國樂系,二年級,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5
0,24,戲劇系,研究生,4,3,3,4,3,3,3,3,2,3,1,1,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,5,4,3,4,4,5,5,5,5
0,24,音樂系,延畢,2,3,1,1,3,1,3,1,2,3,3,3,2,3,2,3,4,3,3,2,2,1,1,3,2,3,2,3,2,1,3,2,2,3,4,3,2,1,1,1,1,2,3,3,2,4,2,5,3,3,3,2,2,3,4,3,4,4,3,4
1,33,藝術與人文教學研究所,剛畢業,4,4,4,3,4,4,1,2,1,1,1,1,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,23,舞蹈系,別的學校研究生,4,4,4,4,4,4,3,3,3,3,1,1,1,2,1,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,23,音樂,剛畢業,4,3,4,3,4,3,3,4,1,1,2,2,3,1,4,2,3,1,4,4,4,2,2,4,2,4,4,4,4,4,1,3,2,3,4,4,3,4,2,3,3,3,4,3,5,5,5,5,5,5,5,4,4,2,1,4,5,3,4,4
0,27,藝術與人文教學所,研究生,4,4,4,4,4,4,4,2,2,1,2,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,25,音樂系,剛實習結束,4,4,4,4,4,4,1,1,2,1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5
0,25,舞蹈系,延畢,3,4,3,3,3,4,2,1,1,2,1,1,2,1,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,4,4,4,3,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4
0,25,舞蹈系,畢業生,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,4,4,4,4,4,3,3,3,4,4,3,4,3,4,3,2,3,4,4,4,4,4,4,4,3,4,4,3,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5
0,23,視覺傳達設計學系,畢業,3,3,3,2,2,4,3,2,3,2,3,4,3,2,3,3,4,3,4,4,3,3,2,4,3,2,2,3,3,2,3,3,3,4,4,3,3,4,3,2,3,3,4,4,3,4,4,3,4,5,5,3,5,3,4,4,4,4,5,4
1,29,書畫,研究生,4,3,4,3,3,4,2,3,1,2,1,1,1,1,1,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,2,3,3,3,4,3,4,4,4,4,4,4,4,4,5,4,5,5,5,5,2,5,5,5,5,5,5,3,5,5
0,24,書畫藝術學系,畢業,4,4,3,3,4,3,2,3,1,2,1,2,3,2,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,4,4,4,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,5,5
0,23,舞蹈系,畢業生,3,3,3,2,3,2,1,3,2,3,2,1,2,1,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4,4,3,3,4,4,5,5,5,5
0,23,視傳系,延畢,4,4,4,3,4,3,2,3,1,1,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,1,3,3,3,4,4,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,4,5,5,5,5
0,47,藝術與人文教學研究所,二年級,4,4,4,4,4,4,2,1,3,1,1,1,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,1,3,3,3,4,3,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
0,27,藝教所,研究生,4,4,4,4,4,4,1,2,1,1,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,38,藝教所,二年級,4,4,4,4,4,3,1,2,1,2,1,1,2,1,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
0,25,舞蹈系,延畢,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,24,中國音樂學系,畢業生,3,4,3,3,3,3,2,3,4,3,2,3,3,2,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,3,3,5,4,5,5,5,5
0,22,日視傳系,大四,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,3,3,3,4,4,4,2,3,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,5,5,5,5,5
1,21,戲劇系,三年級,1,1,1,1,1,3,1,1,3,4,3,3,1,1,1,1,1,1,1,1,3,3,2,3,3,1,1,1,1,1,4,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,1,1,1,1
0,20,視傳系,二年級,3,3,3,2,2,3,3,1,2,3,2,3,3,2,2,3,4,4,4,4,3,3,2,3,4,3,3,3,3,2,2,3,3,3,4,4,4,3,3,3,3,3,4,3,5,4,3,4,5,5,4,3,4,3,4,4,5,5,4,4
0,38,舞蹈學系,二年制在職專班三年級,4,4,4,4,4,4,2,2,2,2,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5
0,22,國立台灣戲曲學院（劇場藝,二年級,4,4,4,4,4,4,2,1,1,2,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,29,美術系,二年制在職專班延畢,4,4,4,4,3,3,1,2,2,1,2,1,3,3,3,4,4,4,3,3,3,3,4,4,4,3,4,4,3,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,4,5
0,26,視覺傳達設計研究所,研究生,3,2,3,3,3,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,3,3,3,4,3,3,3,3,3,2,3,3,4,3,3,4,4,4,4,3,5,4,3,4,3,4,5,4,4,4
0,19,國樂系,二年級,4,3,4,3,3,4,1,3,1,3,2,1,1,2,3,3,2,2,2,3,1,2,1,2,4,3,2,2,2,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,4,4,4,5,5,5,3
1,19,音樂系,二年級,4,3,1,1,1,1,4,1,1,2,1,2,4,3,4,4,4,3,4,4,2,2,2,4,4,2,2,4,3,3,3,1,1,1,1,1,4,1,4,1,4,4,4,3,5,5,4,2,2,3,4,2,2,2,5,1,4,1,1,1
0,21,舞蹈系,四年級,3,4,4,3,3,2,2,1,3,1,1,1,2,4,1,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,5,5,3,4,5,5,4,5,5,4,5,5,5,5,5,5
0,30,視傳所職碩,研究生,3,3,3,3,3,3,3,3,1,1,2,3,2,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
0,20,音樂系,二年級,4,4,3,3,3,3,4,4,3,3,3,2,4,1,4,2,3,2,1,2,2,3,2,4,3,3,1,2,3,2,3,4,4,4,4,4,3,2,1,1,4,4,4,4,5,4,4,4,5,3,4,4,2,5,2,5,5,5,4,4
0,20,舞蹈系,三年級,4,3,4,3,3,3,2,3,2,2,3,3,2,2,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,4,3,3,4,4,3,2,3,3,4,5,4,3,4
0,21,中國音樂學系,三年級,4,3,4,4,4,4,2,1,1,2,1,1,2,1,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,4,5,5,4,2,5,5,5,5,5,5,5
0,30,舞蹈系,二年制在職專班二年級,3,3,2,2,3,3,3,4,1,2,1,1,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,3,4,2,3,1,2,3,4,4,4,5,5,5,5,5,5,5,5,5,3,4,3,5,5,5,4
0,21,國樂系,三年級,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,5,3,4,3,5,5,5,5
1,42,視覺傳達設計系,二年制在職專班延畢,4,4,4,4,4,4,1,1,2,1,1,1,1,1,1,4,3,4,4,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5
0,22,國樂系,三年級,3,2,2,2,2,2,3,1,2,2,4,3,3,1,4,3,3,3,3,3,3,1,2,1,1,2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,4,4,4,4,4,5,2,4,2,4,4,4,4
0,32,美術,二年制在職專班延畢,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,3,3,2,4,4,3,3,3,3,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,20,國樂系,二年級,4,4,4,4,4,4,3,4,1,2,4,4,4,4,4,1,3,1,1,1,1,1,1,1,1,3,3,4,3,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,3,1,4,5,5,5,5
0,24,視覺傳達設計所,研究生,3,2,3,2,2,2,3,3,1,2,3,2,3,2,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,4,2,2,3,3,3,4,3,3,4,4,3,4,3,3,4,3,3,5,3,3,4
1,20,音樂系,二年級,3,3,3,2,2,3,3,3,4,3,1,2,2,2,3,3,3,3,4,3,2,3,2,3,3,2,2,3,2,2,4,3,2,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,4,3,3,5,4,4,3,4,4,4,4
1,24,視覺傳達設計學系,研究生,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,4,5,5,4,4,4,3,4,4,4,5,4
0,24,音樂系,研究生,4,4,4,3,4,4,1,2,3,2,1,1,1,2,3,3,4,4,4,4,3,2,3,3,3,4,4,4,3,4,2,4,4,4,3,3,4,3,4,3,3,4,4,3,5,5,5,5,4,4,4,4,5,5,5,4,5,4,4,5
0,21,進修部工藝設計學系,三年級,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4
0,20,雕塑系,三年級,3,3,4,3,3,4,3,3,4,3,2,2,2,1,2,3,4,4,4,4,4,2,3,3,3,3,3,4,3,3,3,4,2,3,3,2,3,3,4,3,3,4,3,3,5,4,3,4,4,4,4,2,5,4,5,4,5,5,4,3
1,49,工藝系,二年制在職專班二年級,4,3,4,4,4,4,2,4,4,4,1,1,4,4,4,4,4,3,2,4,1,3,1,4,4,3,1,4,3,1,2,4,4,4,4,4,4,4,4,3,3,3,4,3,5,5,5,5,5,5,5,5,2,4,2,4,5,5,5,5
0,22,多媒體動畫系,四年級,2,2,2,2,3,2,3,3,2,3,3,3,3,2,4,3,3,3,3,2,2,2,4,3,3,3,3,4,3,2,2,2,2,2,2,2,3,3,1,2,2,3,3,3,4,3,3,4,4,3,4,2,3,2,3,2,4,3,2,4
0,21,中國音樂系,三年級,3,3,3,3,3,3,3,3,3,4,2,4,1,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5
0,19,舞蹈系,二年級,4,4,4,3,3,3,1,1,2,1,1,1,2,1,2,4,4,4,4,4,3,3,3,4,4,3,4,4,4,3,1,4,3,3,4,4,4,3,3,3,4,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5
0,19,舞蹈系,二年級,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,3,4,4,4,4
0,30,視傳,二年制在職專班二年級,4,4,4,4,3,3,2,2,3,3,2,1,2,3,2,3,3,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
0,22,舞蹈系,四年級,3,3,3,3,3,3,1,1,1,2,3,3,3,2,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5
0,21,工藝系,三年級,3,3,3,2,3,2,2,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
0,51,職碩書畫系造形班,研究生,4,4,4,4,4,4,1,2,4,2,2,2,2,1,4,4,4,4,4,4,4,4,3,4,3,4,2,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,22,舞蹈系,四年級,4,3,4,4,4,4,1,1,1,2,1,1,1,1,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,27,書畫系,已畢業,3,3,4,3,2,3,2,2,3,3,2,3,4,4,4,3,3,3,3,3,3,2,2,4,4,3,3,3,3,3,2,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5
1,21,戲劇學系,二年級,4,4,3,3,3,3,2,4,4,4,1,2,4,4,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
0,19,舞蹈系,二年級,3,2,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3,2,2,3,3,3,3,4,4,4,4,3,3,3,4,2,2,2,4,4,4,4,3
0,24,舞蹈系,三年級,4,4,4,4,4,4,3,4,3,4,1,1,1,2,4,4,4,2,4,4,3,4,3,4,4,4,4,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5
0,39,視傳系,研究生,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
0,22,舞蹈系,四年級,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,20,書畫,三年級,3,3,3,3,3,2,3,3,2,3,1,1,3,2,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,3,3,4,3,4,3,4,3,4,4,5,4,3,3
0,23,音樂系,已畢業,3,3,3,3,3,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,5,5,5,5
0,24,舞蹈系,已畢業,4,4,4,4,4,4,1,1,1,3,1,1,3,3,2,4,4,4,4,4,3,4,3,4,4,3,3,3,3,3,2,4,4,4,4,4,4,4,4,3,4,4,3,4,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5
0,23,書畫藝術學系,延畢,4,4,4,4,4,4,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
0,25,表演藝術研究所,畢業,4,4,4,4,4,4,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,4,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5,4,5,3,3,5,5,5,5
0,26,舞蹈所,研究生,3,4,4,4,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,5,5,5,4,2,4,3,4,5,4,4,5
0,26,書畫藝術所,畢業,3,3,3,3,3,3,1,1,1,1,2,1,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,24,美術,已畢業,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3
0,40,舞蹈學系,研究生,3,3,4,3,3,4,1,1,2,1,1,1,2,2,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,3,5,5,5,5,2,5,5,4,5,5,5,5
0,24,中國音樂學系,延畢,3,4,3,2,3,1,4,1,1,2,1,1,3,2,4,2,3,2,2,2,2,1,1,3,2,3,2,3,3,3,2,3,2,3,3,2,3,3,4,4,4,4,4,3,5,4,4,5,5,4,5,3,3,2,4,4,5,4,4,4
1,21,中國音樂學系,三年級,4,4,4,4,4,4,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5
0,23,書畫藝術學系,延畢,3,3,3,2,2,1,1,2,2,1,2,2,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,3,3,3,5,4,4,4,4,4,4,4,4,3,4,3,5,5,4,4
0,37,視覺傳達設計系,二年制在職專班延畢,3,3,3,3,3,4,2,2,2,3,1,1,4,1,4,3,4,4,4,4,3,3,3,4,4,3,3,4,3,3,2,3,2,3,4,3,3,3,2,3,3,4,3,3,5,4,3,4,5,4,4,4,5,4,5,4,5,5,4,5
0,24,舞蹈系,畢業生,3,3,3,2,2,3,2,1,2,2,3,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,4,3,3,3,2,3,3,3,3,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4
0,23,音樂學系,四年級,4,4,4,4,4,4,1,1,1,3,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,20,中國音樂學系,二年級,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4
0,30,廣電系,二年級,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,19,國樂系,二年級,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
